FirstName,LastName,GameDate,Team,Opponent,Minutes,Seconds,FieldGoals,FieldGoalsAttempted,ThreeFieldGoals,ThreeFieldGoalsAttempted,FreeThrows,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,Assists,Steals,Blocks,Turnovers,Fouls,PlusMinus
Tyreke,Evans,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheick,Diallo,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E'Twaun,Moore,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jrue,Holiday,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Ajinca,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,6,27,2,4,0,0,0,0,1,1,1,0,0,1,1,3
Archie,Goodwin,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,15,7,1,4,0,1,6,6,0,0,1,0,0,0,1,6
Langston,Galloway,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,31,38,8,14,3,5,2,2,0,1,3,2,0,2,3,2
Solomon,Hill,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,31,49,2,5,1,4,4,4,1,6,1,1,0,2,5,7
Terrence,Jones,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,29,32,7,12,0,1,1,3,3,7,1,1,2,0,2,5
Tim,Frazier,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,29,51,2,5,0,2,6,8,1,2,6,1,0,3,0,-4
Buddy,Hield,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,21,23,2,7,1,4,0,0,0,2,3,0,0,0,2,-3
Omer,Asik,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,12,28,2,2,0,0,0,0,1,3,0,0,0,0,0,-2
Anthony,Davis,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,38,20,7,22,0,1,11,13,1,15,0,4,2,7,2,0
Dante,Cunningham,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),NOP,BOS,23,25,2,4,1,3,0,0,0,1,0,0,0,1,1,-9
Demetrius,Jackson,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al,Horford,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jae,Crowder,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald,Green,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Young,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
Tyler,Zeller,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,5,8,0,2,0,0,0,0,0,0,1,0,0,0,0,-5
Terry,Rozier,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,12,39,3,7,1,4,0,0,1,1,0,0,0,0,2,-9
Jonas,Jerebko,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,19,1,2,6,0,3,0,0,0,2,0,0,0,0,2,-1
Jaylen,Brown,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,17,26,3,5,0,0,2,2,4,0,1,2,0,1,1,-2
Jordan,Mickey,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,9,23,0,2,0,0,1,2,1,3,1,1,0,2,2,-5
Isaiah,Thomas,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,36,17,13,29,3,10,8,10,0,3,7,2,0,1,3,13
Avery,Bradley,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,34,23,7,17,3,8,2,2,1,9,1,0,0,2,4,2
Kelly,Olynyk,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,35,22,1,8,1,7,2,2,0,8,1,0,0,2,6,10
Amir,Johnson,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,26,43,3,7,1,3,2,2,2,3,4,0,0,0,6,-2
Marcus,Smart,Mon Nov 14 2016 00:00:00 GMT+0000 (UTC),BOS,NOP,37,12,6,12,3,6,0,0,2,4,3,4,0,2,1,-3
Brandan,Wright,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandler,Parsons,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deyonta,Davis,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
Troy,Williams,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,5,40,0,0,0,0,0,0,0,0,0,0,0,0,2,7
Troy,Daniels,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,5,52,0,2,0,2,0,0,0,0,0,0,0,1,0,0
Andrew,Harrison,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,3,17,0,1,0,1,0,0,0,0,1,0,0,1,1,-10
Jarell,Martin,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,12,56,0,1,0,0,0,0,1,3,0,0,1,1,2,-9
Zach,Randolph,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,28,22,6,11,0,1,3,5,1,8,2,0,0,4,2,3
Wade,Baldwin,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,14,10,1,5,0,1,0,0,1,1,2,0,0,4,2,-10
Vince,Carter,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,22,38,2,7,1,3,0,0,1,6,3,0,1,0,2,0
Mike,Conley,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,37,13,9,20,7,11,5,7,0,2,10,1,2,0,2,4
Tony,Allen,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,19,9,2,7,0,1,0,0,1,2,1,1,0,1,3,-15
Marc,Gasol,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,37,12,7,18,1,4,6,6,1,9,4,1,2,2,2,-4
JaMychal,Green,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,16,59,1,3,0,1,0,0,0,0,1,0,2,2,5,-10
James,Ennis,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),MEM,LAC,36,7,3,9,0,1,3,4,7,4,2,1,1,2,4,-9
Diamond,Stone,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brice,Johnson,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Pierce,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Bass,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan,Anderson,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Johnson,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,12,29,1,3,0,1,0,0,0,0,0,2,1,0,1,3
Marreese,Speights,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,12,11,3,6,2,4,1,2,1,1,1,0,0,0,4,-3
Raymond,Felton,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,17,50,3,6,2,3,0,0,1,1,3,0,0,0,2,-1
Austin,Rivers,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,23,15,2,9,1,4,3,5,0,3,0,2,0,0,2,15
Jamal,Crawford,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,23,51,3,12,1,3,2,2,0,3,2,0,0,1,2,-7
Chris,Paul,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,32,55,6,16,1,8,14,15,1,3,11,6,2,1,4,10
JJ,Redick,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,27,49,4,10,1,4,3,3,0,1,0,2,0,2,0,6
DeAndre,Jordan,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,35,47,3,8,0,0,0,0,6,15,0,1,2,3,4,14
Blake,Griffin,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,35,31,5,13,0,0,4,6,2,8,2,1,0,2,3,8
Luc,Mbah a Moute,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),LAC,MEM,18,22,2,2,0,0,0,0,0,1,0,3,1,2,1,10
Wayne,Ellington,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Bosh,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick,Williams,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Richardson,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,McRoberts,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udonis,Haslem,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Johnson,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,14,5,0,2,0,0,0,0,0,2,1,1,0,0,1,-7
Willie,Reed,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,12,37,1,3,0,0,0,0,3,1,0,1,0,0,2,-12
Rodney,McGruder,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,16,11,0,2,0,1,0,0,0,0,0,0,0,0,2,-12
Tyler,Johnson,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,30,23,5,11,0,1,2,3,0,0,3,0,0,1,4,-16
Goran,Dragic,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,34,2,9,17,3,7,4,6,0,3,5,1,0,2,3,6
Dion,Waiters,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,33,26,3,9,2,3,1,2,0,2,3,1,1,6,3,1
Hassan,Whiteside,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,34,56,10,15,0,0,7,10,1,14,1,1,4,1,2,7
Justise,Winslow,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,39,6,7,15,0,3,4,5,2,3,2,2,1,2,5,-2
Luke,Babbitt,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),MIA,SAS,25,13,2,6,2,5,0,0,0,5,4,0,0,0,2,0
Danny,Green,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaMarcus,Aldridge,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejounte,Murray,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryn,Forbes,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Laprovittola,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
Patty,Mills,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,25,7,6,10,4,6,2,2,0,0,0,0,0,1,1,8
Manu,Ginobili,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,27,30,2,8,0,1,0,0,2,4,2,2,0,5,3,1
Davis,Bertans,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,17,18,2,3,2,3,0,0,1,0,0,0,1,0,2,7
Dewayne,Dedmon,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,16,25,2,5,0,0,5,6,4,4,1,0,0,0,4,6
Jonathon,Simmons,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,25,4,2,8,0,1,2,2,0,2,3,0,0,0,1,-1
Tony,Parker,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,22,2,1,4,1,1,0,0,0,2,4,0,1,3,3,1
Kyle,Anderson,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,20,7,2,3,1,1,0,0,0,1,1,0,0,2,2,7
Pau,Gasol,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,31,8,9,18,1,2,1,2,3,8,3,0,2,0,2,-1
David,Lee,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,24,39,3,7,0,0,2,2,4,7,0,1,0,0,4,-3
Kawhi,Leonard,Sun Oct 30 2016 00:00:00 GMT+0000 (UTC),SAS,MIA,29,49,8,16,1,3,10,12,0,2,6,1,1,4,3,12
Ian,Mahinmi,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danuel,House,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason,Smith,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Ochefu,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheldon,McClellan,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas,Satoransky,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,9,53,1,2,0,0,0,0,0,2,2,1,0,1,2,3
Marcus,Thornton,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,14,6,2,4,0,0,1,1,0,0,2,0,0,0,0,0
Andrew,Nicholson,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,9,24,2,4,0,0,0,1,0,1,0,0,0,0,1,-4
Kelly,Oubre Jr.,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,7,6,0,0,0,0,0,0,0,0,0,1,0,1,2,-9
Trey,Burke,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,6,3,0,0,0,0,0,0,0,1,0,0,0,3,2,-11
John,Wall,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,37,18,13,19,0,3,7,9,1,4,11,3,1,9,3,-1
Bradley,Beal,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,38,33,5,13,2,4,3,6,0,1,2,0,2,1,2,-8
Marcin,Gortat,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,43,1,6,10,0,0,3,4,1,9,2,1,2,1,2,-7
Markieff,Morris,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,36,8,2,7,1,2,1,2,0,3,2,1,0,2,3,-12
Otto,Porter Jr.,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),WAS,TOR,38,28,11,13,0,1,1,1,4,9,0,1,0,2,3,-1
Delon,Wright,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared,Sullinger,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred,VanVleet,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas,Nogueira,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Caboclo,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norman,Powell,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,14,35,2,3,1,2,0,0,0,3,4,1,0,1,1,18
Jakob,Poeltl,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,17,23,0,0,0,0,0,0,1,4,0,1,1,1,6,8
Terrence,Ross,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,17,37,6,8,2,3,1,1,1,1,2,2,0,1,1,9
Patrick,Patterson,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,30,14,4,9,2,6,0,0,1,2,2,0,0,1,2,16
Cory,Joseph,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,16,58,2,4,0,1,0,0,0,1,3,3,0,2,0,-1
Kyle,Lowry,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,35,37,7,13,3,6,1,2,0,1,2,4,0,3,2,4
DeMar,DeRozan,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,37,1,14,23,1,2,11,16,1,4,5,2,0,1,3,10
Jonas,Valanciunas,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,30,37,4,6,0,0,2,2,0,7,3,0,0,1,5,2
Pascal,Siakam,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,17,46,2,4,0,0,0,0,0,3,0,1,0,1,3,-6
DeMarre,Carroll,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),TOR,WAS,22,12,2,7,1,5,2,4,0,1,0,2,1,1,1,-10
Ian,Mahinmi,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danuel,House,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Ochefu,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Nicholson,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheldon,McClellan,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey,Burke,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,6,16,0,0,0,0,0,0,0,0,1,0,0,0,0,-4
Jason,Smith,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,11,26,2,3,0,0,0,0,1,1,0,1,1,2,2,-3
Marcus,Thornton,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,17,17,2,10,2,7,2,2,1,4,1,0,0,1,2,2
Kelly,Oubre Jr.,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,13,48,3,7,2,3,2,2,1,0,0,0,0,0,2,4
Tomas,Satoransky,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,13,19,1,4,0,2,0,0,1,0,2,1,0,0,0,3
John,Wall,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,35,15,9,16,1,2,2,2,1,4,9,2,0,6,2,-7
Bradley,Beal,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,34,6,8,18,2,6,2,2,1,1,3,4,1,1,3,-8
Marcin,Gortat,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,36,34,5,9,0,0,4,6,3,9,2,0,2,1,2,-5
Markieff,Morris,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,33,5,3,14,1,2,0,0,4,5,0,1,0,2,1,-14
Otto,Porter Jr.,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),WAS,HOU,38,54,6,13,2,5,6,6,3,5,2,3,1,0,2,-8
Chinanu,Onuaku,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Beverley,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Wiltjer,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montrezl,Harrell,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby,Brown,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler,Ennis,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,8,12,0,2,0,2,1,2,0,0,3,0,0,2,2,-1
Sam,Dekker,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,13,47,2,3,1,2,0,0,1,3,1,0,1,0,1,-5
KJ,McDaniels,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,13,47,2,4,1,2,0,0,0,1,1,0,0,0,1,-5
,Nene,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,20,49,2,3,0,0,0,0,0,5,1,0,1,1,3,6
Eric,Gordon,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,31,59,4,10,3,6,0,0,0,1,2,1,1,2,1,4
James,Harden,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,39,48,9,19,3,7,11,11,0,5,15,0,0,7,2,9
Corey,Brewer,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,16,1,1,2,0,1,2,2,0,3,1,0,0,0,2,4
Clint,Capela,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,27,11,7,10,0,0,0,2,2,4,0,1,4,2,3,2
Ryan,Anderson,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,34,13,9,15,5,8,0,0,3,4,2,1,0,2,2,13
Trevor,Ariza,Mon Nov 07 2016 00:00:00 GMT+0000 (UTC),HOU,WAS,34,13,5,11,4,9,1,1,0,5,2,3,0,2,1,13
Ben,Simmons,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerlens,Noel,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerryd,Bayless,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahlil,Okafor,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ersan,Ilyasova,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothe,Luwawu-Cabarrot,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12
T.J.,McConnell,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,15,59,1,3,0,1,0,0,0,1,7,0,0,0,3,-6
Hollis,Thompson,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,28,11,8,10,4,4,2,2,1,6,1,0,1,0,2,7
Richaun,Holmes,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,23,9,3,6,0,0,0,0,1,6,2,0,1,2,2,-6
Nik,Stauskas,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,21,46,1,6,0,2,0,0,0,0,1,0,0,0,3,-20
Sergio,Rodriguez,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,31,59,5,11,2,5,0,0,0,5,11,0,0,4,2,5
Gerald,Henderson,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,31,29,7,13,0,0,4,5,1,3,1,1,0,1,1,-2
Joel,Embiid,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,24,52,6,12,0,1,6,9,3,7,3,0,4,4,2,5
Dario,Saric,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,31,29,9,14,3,3,0,0,1,2,1,1,0,3,2,5
Robert,Covington,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),PHI,ORL,27,49,0,6,0,4,0,0,0,5,1,3,2,1,3,-5
Arinze,Onuaku,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),ORL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jodie,Meeks,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),ORL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen,Zimmerman,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),ORL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damjan,Rudez,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),ORL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J.,Watson,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),ORL,PHI,8,27,0,0,0,0,1,2,0,0,1,0,0,0,0,3
CJ,Wilcox,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),ORL,PHI,3,52,0,1,0,1,0,0,0,0,1,0,0,0,0,-9
D.J.,Augustin,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),ORL,PHI,12,30,4,10,1,6,0,0,0,0,1,0,0,0,0,-12
Jeff,Green,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),ORL,PHI,11,45,1,5,0,2,0,0,0,2,0,0,1,0,1,-16
Mario,Hezonja,Tue Nov 01 2016 00:00:00 GMT+0000 (UTC),ORL,PHI,12,11,1,4,0,1,0,0,0,1,1,0,0,2,0,-17
