FirstName,LastName,GameDate,Team,Opponent,Minutes,Seconds,FieldGoals,FieldGoalsAttempted,ThreeFieldGoals,ThreeFieldGoalsAttempted,FreeThrows,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,Assists,Steals,Blocks,Turnovers,Fouls,PlusMinus
Tim,Quarterman,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festus,Ezeli,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shabazz,Napier,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Layman,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed,Davis,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pat,Connaughton,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah,Vonleh,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,13,14,0,0,0,0,0,0,0,2,2,0,0,0,0,-3
Meyers,Leonard,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,18,15,2,8,2,4,0,0,0,4,2,0,0,0,3,-2
Evan,Turner,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,25,17,2,5,0,1,0,0,0,3,5,2,0,3,1,-13
Allen,Crabbe,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,42,34,12,15,5,5,1,1,0,1,1,1,0,2,3,-8
Damian,Lillard,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,43,28,7,16,3,9,3,4,0,9,5,0,0,5,0,3
CJ,McCollum,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,44,23,16,28,3,9,0,0,0,3,6,1,1,1,0,10
Mason,Plumlee,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,39,45,4,12,0,1,0,2,6,4,12,1,3,3,3,0
Al-Farouq,Aminu,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,37,25,7,10,1,3,1,1,1,7,2,0,0,1,1,8
Maurice,Harkless,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),POR,DET,25,39,1,4,1,3,2,4,0,2,1,0,1,1,0,-5
Michael,Gbinije,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie,Bullock,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beno,Udrih,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrun,Hilliard,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry,Ellenson,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boban,Marjanovic,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aron,Baynes,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,6,6,1,3,0,0,0,0,0,1,0,0,0,0,0,-4
Stanley,Johnson,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,25,21,2,3,1,2,0,0,0,5,2,1,0,1,1,-11
Tobias,Harris,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,38,7,7,16,0,5,0,0,0,9,3,1,1,2,1,4
Ish,Smith,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,20,42,4,6,1,1,0,0,0,2,3,1,0,0,2,0
Reggie,Jackson,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,46,50,13,26,2,6,3,4,1,0,3,2,0,2,4,2
Kentavious,Caldwell-Pope,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,48,28,9,14,4,7,4,5,2,2,2,4,0,3,1,2
Andre,Drummond,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,51,54,13,20,0,0,2,3,2,12,0,4,2,1,4,6
Jon,Leuer,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,6,15,0,0,0,0,0,0,0,0,1,0,0,0,1,-1
Marcus,Morris,Sun Jan 08 2017 00:00:00 GMT+0000 (UTC),DET,POR,46,17,5,17,0,4,0,0,1,4,5,1,0,0,2,12
Brook,Lopez,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy,Lin,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,McCullough,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,5,31,1,1,0,0,1,2,0,0,0,0,0,0,1,4
Luis,Scola,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,8,2,2,3,1,2,2,2,0,4,0,1,0,1,2,6
Isaiah,Whitehead,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,14,58,2,6,1,3,1,2,0,3,4,0,0,1,2,-7
Caris,LeVert,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,22,28,2,8,2,6,2,2,0,2,2,1,0,0,0,7
Quincy,Acy,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,20,26,2,6,1,2,2,2,3,1,0,0,2,0,3,-4
Rondae,Hollis-Jefferson,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,17,12,5,8,0,0,4,4,2,5,2,3,0,5,1,4
Sean,Kilpatrick,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,23,15,2,11,1,7,0,0,0,3,4,1,0,1,2,-4
Randy,Foye,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,17,22,4,6,3,4,2,2,0,0,3,0,0,2,4,-4
Spencer,Dinwiddie,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,24,17,0,3,0,1,0,0,1,1,8,0,0,2,5,-13
Joe,Harris,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,19,52,5,11,2,8,0,0,1,2,2,0,0,0,1,-25
Justin,Hamilton,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,18,21,5,7,1,2,0,0,1,2,2,0,3,0,3,-29
Trevor,Booker,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,26,28,8,15,1,4,1,2,1,4,2,3,0,3,0,-31
Bojan,Bogdanovic,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),BKN,HOU,21,48,3,8,2,5,0,1,0,2,0,0,0,1,1,-29
Kyle,Wiltjer,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinanu,Onuaku,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clint,Capela,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby,Brown,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,3,43,0,3,0,2,0,0,0,0,1,0,0,0,0,-5
Tyler,Ennis,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,3,43,0,2,0,0,0,0,0,0,0,0,0,0,0,-5
KJ,McDaniels,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,5,31,2,2,1,1,2,2,0,1,0,0,0,0,3,-4
Corey,Brewer,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,18,27,0,5,0,3,0,0,1,1,1,0,0,0,2,17
Sam,Dekker,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,17,27,4,5,0,1,0,1,0,1,3,1,0,0,4,6
,Nene,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,14,11,4,6,0,0,1,4,2,1,1,1,1,1,3,-4
Eric,Gordon,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,28,18,9,14,4,8,2,3,1,2,3,0,0,1,2,5
James,Harden,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,31,31,6,16,4,9,6,7,2,10,11,1,0,7,4,18
Patrick,Beverley,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,26,57,6,11,4,7,0,0,0,7,6,2,0,0,2,36
Montrezl,Harrell,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,33,49,6,9,0,0,4,6,2,6,1,1,2,1,0,29
Ryan,Anderson,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,23,4,2,8,2,3,6,6,3,4,1,1,0,3,0,13
Trevor,Ariza,Sun Jan 15 2017 00:00:00 GMT+0000 (UTC),HOU,BKN,33,19,7,11,6,10,3,3,2,6,2,2,0,0,1,19
AJ,Hammons,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J.,Barea,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Brussino,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salah,Mejri,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,3,52,0,0,0,0,0,0,0,1,0,0,0,0,1,-2
Pierre,Jackson,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,3,18,0,1,0,0,2,2,0,0,0,0,0,0,1,5
Justin,Anderson,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,4,53,0,0,0,0,0,0,0,2,0,0,0,0,0,5
Dwight,Powell,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,13,19,2,3,0,0,4,5,0,3,1,1,0,1,2,18
Seth,Curry,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,22,25,5,8,4,5,2,2,0,1,2,1,0,1,2,18
Devin,Harris,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,17,1,6,11,4,7,1,1,0,4,1,1,0,0,2,19
Andrew,Bogut,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,19,41,0,3,0,0,0,0,2,4,2,0,1,1,1,7
Deron,Williams,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,31,55,7,13,4,7,3,3,0,1,6,0,0,5,4,-5
Wesley,Matthews,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,38,12,5,11,2,4,0,0,0,2,2,0,1,0,0,-6
Dirk,Nowitzki,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,24,6,4,9,1,4,2,2,0,9,0,0,0,0,2,6
Dorian,Finney-Smith,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,26,20,0,1,0,1,0,0,0,6,1,1,0,2,1,-12
Harrison,Barnes,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),DAL,WAS,34,58,8,18,2,4,8,9,0,7,5,0,1,2,5,-13
Ian,Mahinmi,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danuel,House,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas,Satoransky,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Ochefu,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Nicholson,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason,Smith,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,8,3,2,3,0,0,0,0,0,1,0,0,2,1,2,-13
Trey,Burke,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,8,39,0,3,0,1,0,0,0,0,4,0,0,0,1,-13
Sheldon,McClellan,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,5,42,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Marcus,Thornton,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,15,2,1,3,1,3,0,0,0,0,0,0,0,1,3,-14
Kelly,Oubre Jr.,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,25,26,3,5,2,4,0,0,0,3,2,0,0,0,3,-8
John,Wall,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,39,21,10,19,1,3,6,6,0,4,8,3,1,4,0,5
Bradley,Beal,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,35,17,10,26,3,11,2,3,0,4,6,0,0,1,2,3
Marcin,Gortat,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,39,57,5,11,0,0,2,2,4,12,4,0,1,1,2,5
Markieff,Morris,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,25,38,5,10,1,2,2,3,1,4,0,0,0,0,3,-12
Otto,Porter Jr.,Tue Jan 03 2017 00:00:00 GMT+0000 (UTC),WAS,DAL,36,55,5,11,3,5,0,0,0,4,3,3,3,1,3,7
Chris,McCullough,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy,Lin,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis,Scola,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy,Acy,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Harris,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,8,53,1,4,1,3,0,0,0,0,1,0,0,0,2,-10
Spencer,Dinwiddie,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,18,55,1,6,0,2,1,2,0,2,2,0,0,0,2,-11
Sean,Kilpatrick,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,19,19,2,8,0,3,0,0,1,2,1,0,1,3,0,-11
Justin,Hamilton,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,19,3,3,4,1,1,2,2,2,1,0,0,2,1,0,-9
Trevor,Booker,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,16,14,6,11,0,2,0,0,2,6,3,1,1,3,3,2
Caris,LeVert,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,26,34,4,9,2,4,0,0,0,4,2,2,0,3,1,0
Isaiah,Whitehead,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,23,12,2,9,0,0,0,0,1,3,4,0,0,2,4,11
Randy,Foye,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,17,23,2,5,0,2,0,0,0,4,0,0,1,1,2,2
Brook,Lopez,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,31,5,4,11,0,2,2,4,2,4,1,1,1,0,2,4
Rondae,Hollis-Jefferson,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,29,58,6,11,0,1,4,4,3,5,3,0,1,4,5,-10
Bojan,Bogdanovic,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BKN,NYK,29,24,6,10,1,5,2,4,1,6,0,0,0,3,3,7
Lance,Thomas,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick,Rose,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall,Plumlee,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maurice,Ndour,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sasha,Vujacic,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,22,21,4,10,2,5,2,2,0,2,0,0,1,0,3,13
Willy,Hernangomez,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,25,8,7,12,0,0,2,4,7,9,2,2,1,1,2,9
Justin,Holiday,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,28,2,2,4,1,3,2,2,0,4,4,3,1,0,0,26
Ron,Baker,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,5,20,0,4,0,1,1,3,0,0,0,1,0,1,1,-2
Kyle,O'Quinn,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,5,40,0,2,0,0,0,0,2,0,2,0,1,0,0,-6
Mindaugas,Kuzminskas,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,17,27,4,10,1,2,0,0,3,2,2,2,1,2,1,0
Brandon,Jennings,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,42,40,1,11,0,4,4,6,0,3,10,5,0,2,2,8
Courtney,Lee,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,27,54,3,7,0,2,1,2,2,2,2,2,0,0,2,-16
Joakim,Noah,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,13,19,1,2,0,0,1,2,1,6,0,0,0,2,1,-7
Kristaps,Porzingis,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,25,30,7,15,1,4,4,7,4,8,1,0,2,2,5,15
Carmelo,Anthony,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),NYK,BKN,26,39,6,22,1,6,2,3,2,1,0,1,0,3,1,-15
Quincy,Pondexter,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheick,Diallo,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim,Frazier,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Ajinca,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donatas,Motiejunas,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,16,51,4,6,1,2,1,2,0,4,0,0,0,2,5,3
Langston,Galloway,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,18,10,1,9,1,5,0,0,0,2,0,0,0,0,1,6
Tyreke,Evans,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,21,48,5,11,1,3,3,6,0,5,9,1,0,2,3,0
Dante,Cunningham,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,25,27,3,5,1,2,0,0,1,5,0,0,3,0,1,-3
E'Twaun,Moore,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,28,14,6,9,2,3,4,4,2,5,2,1,1,0,2,-9
Omer,Asik,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,3,51,0,0,0,0,0,0,0,0,0,0,0,1,2,-7
Jrue,Holiday,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,31,35,6,11,2,4,0,0,1,1,8,4,1,4,2,-15
Buddy,Hield,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,23,22,2,10,1,3,0,0,0,3,1,0,0,0,1,-2
Anthony,Davis,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,16,7,2,8,0,0,4,6,0,5,0,0,1,2,2,-11
Terrence,Jones,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,26,59,6,17,0,1,0,1,2,2,1,1,1,0,2,-10
Solomon,Hill,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),NOP,OKC,27,36,6,10,2,4,0,0,3,5,2,0,2,1,2,8
Josh,Huestis,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Semaj,Christon,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Singler,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Morrow,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick,Collison,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerami,Grant,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,20,4,0,2,0,1,1,2,1,4,1,0,0,1,3,-6
Joffrey,Lauvergne,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,9,47,1,5,0,2,0,0,0,2,2,0,0,0,0,-8
Cameron,Payne,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,12,20,2,6,1,3,0,0,0,0,3,0,0,0,1,10
Alex,Abrines,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,18,29,4,5,2,2,1,1,0,0,0,1,1,0,3,1
Enes,Kanter,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,20,43,6,13,0,0,5,5,3,8,2,0,0,1,1,3
Russell,Westbrook,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,35,40,7,22,4,9,9,12,1,11,10,1,1,8,3,-2
Victor,Oladipo,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,35,20,5,11,3,7,2,3,0,4,2,2,2,1,1,18
Steven,Adams,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,31,40,9,15,0,0,2,4,5,6,3,1,4,4,2,6
Domantas,Sabonis,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,28,17,4,7,0,2,0,1,1,5,0,0,0,1,4,11
Andre,Roberson,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),OKC,NOP,27,40,4,5,0,1,0,0,1,3,1,1,3,0,0,7
Jon,Leuer,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentavious,Caldwell-Pope,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beno,Udrih,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Gbinije,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry,Ellenson,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,2,22,1,1,0,0,0,0,0,0,1,0,0,0,1,1
Boban,Marjanovic,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,2,22,1,2,0,0,0,0,0,2,0,0,0,0,1,1
Darrun,Hilliard,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,9,8,0,2,0,1,2,2,0,4,0,0,0,1,1,-5
Aron,Baynes,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,22,23,3,5,0,0,6,8,2,2,2,0,0,0,4,7
Ish,Smith,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,17,53,3,5,0,2,0,0,0,3,4,0,0,1,5,13
Stanley,Johnson,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,31,50,3,5,1,1,0,0,2,2,3,3,0,3,2,9
Reggie,Jackson,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,31,56,10,20,2,4,4,4,2,3,4,0,0,3,2,8
Reggie,Bullock,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,36,8,6,11,2,5,1,2,3,3,4,1,0,2,3,24
Andre,Drummond,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,23,15,6,15,0,0,1,6,8,9,2,1,0,1,2,15
Marcus,Morris,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,35,53,5,13,1,6,3,4,1,9,7,0,0,0,3,30
Tobias,Harris,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),DET,ATL,26,50,7,12,4,6,1,2,0,5,0,1,0,1,5,12
Tiago,Splitter,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike,Muscala,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre',Bembry,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,12,0,1,2,0,0,2,5,1,2,3,0,0,0,1,3
Gary,Neal,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,12,44,0,4,0,1,4,4,0,1,1,0,0,0,1,4
Taurean,Prince,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,19,58,2,5,0,1,6,6,0,2,1,0,0,1,2,4
Mike,Scott,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,14,0,0,3,0,2,0,0,0,2,0,0,0,1,0,0
Malcolm,Delaney,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,13,48,1,5,1,2,1,2,0,3,1,0,0,0,1,-10
Kris,Humphries,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,19,31,4,5,1,2,4,4,1,1,1,0,0,1,4,-9
